"","lpep_pickup_datetime","lpep_dropoff_datetime","PULocationID","DOLocationID","passenger_count","trip_distance","fare_amount","extra","tip_amount","total_amount","payment_type"
"43142","2017-01-02 03:00:08","2017-01-02 03:03:08",223,223,1,0.66,4.5,0.5,0,5.8,2
"696773","2017-01-21 14:41:21","2017-01-21 14:48:06",25,97,1,0.86,6,0,0,6.8,2
"572155","2017-01-17 22:37:30","2017-01-17 22:54:11",181,158,2,4.52,16,0.5,1,18.3,1
"61225","2017-01-02 20:30:07","2017-01-02 20:32:49",7,7,1,0.73,4.5,0.5,1.45,7.25,1
"951553","2017-01-28 15:14:43","2017-01-28 15:33:22",166,48,1,4.53,17.5,0,0,18.3,1
"1007480","2017-01-29 23:25:05","2017-01-29 23:34:38",97,45,1,2.69,10.5,0.5,2.36,14.16,1
"20735","2017-01-01 06:44:22","2017-01-01 07:06:21",129,53,2,4.97,19,0,0,19.8,2
"885553","2017-01-26 22:00:56","2017-01-26 22:07:08",210,55,1,1.2,7,0.5,1.65,9.95,1
"937603","2017-01-28 04:26:58","2017-01-28 04:28:48",129,70,1,0.39,52,0,0,52.8,2
"328357","2017-01-10 22:28:55","2017-01-10 22:33:22",75,75,1,0.81,5,0.5,1.26,7.56,1
"440987","2017-01-14 01:18:09","2017-01-14 01:25:35",42,127,1,3.9,12.5,0.5,1.2,15,1
"1016797","2017-01-30 10:00:49","2017-01-30 10:05:12",47,169,1,0.59,4.5,0,0,5.3,2
"110802","2017-01-04 15:24:32","2017-01-04 15:37:12",166,239,1,1.93,10.5,0,0,11.3,2
"735808","2017-01-22 13:42:33","2017-01-22 13:54:37",82,226,1,2.9,12,0,3.2,16,1
"1002270","2017-01-29 19:15:53","2017-01-29 19:30:15",255,17,1,1.82,10.5,0,0,11.3,2
"53079","2017-01-02 15:17:41","2017-01-02 16:00:02",226,216,1,10.05,32.5,0,0,33.3,2
"1027076","2017-01-30 17:23:15","2017-01-30 17:29:21",75,74,1,0.87,6,1,0,7.8,1
"90997","2017-01-03 19:56:13","2017-01-03 20:06:16",66,25,5,1.57,8,1,1.96,11.76,1
"437271","2017-01-14 00:37:10","2017-01-14 00:52:06",255,227,5,8,23.5,0.5,1.5,26.3,1
"786267","2017-01-23 23:13:07","2017-01-23 23:23:06",228,14,1,4.11,13.5,0.5,0,14.8,2
"135208","2017-01-05 09:11:00","2017-01-05 09:29:46",43,244,1,6.1,21,0,0,21.8,2
"272809","2017-01-09 08:42:48","2017-01-09 08:51:49",243,244,1,1.2,8,0,1.75,10.55,1
"768264","2017-01-23 15:44:47","2017-01-23 15:50:26",129,82,1,0.68,5,0,1.16,6.96,1
"957007","2017-01-28 18:38:42","2017-01-28 18:57:32",82,173,1,2.15,13,0,0,13.8,2
"875294","2017-01-26 18:06:24","2017-01-26 18:17:37",138,138,1,1.38,9,1,3.24,14.04,1
"843320","2017-01-25 19:42:25","2017-01-25 19:57:49",256,65,1,3.2,13.5,1,0,15.3,2
"915348","2017-01-27 19:16:30","2017-01-27 19:23:06",82,56,1,0.93,6,1,0,7.8,1
"393878","2017-01-12 22:15:26","2017-01-12 22:19:03",255,112,1,0.8,4.5,0.5,0,5.8,2
"97235","2017-01-04 01:33:56","2017-01-04 01:42:11",129,129,1,1.05,7.5,0.5,0,8.8,2
"579633","2017-01-18 09:49:01","2017-01-18 09:53:34",7,7,1,0.83,5,0,0,5.8,2
"433349","2017-01-13 22:24:33","2017-01-13 22:37:42",181,65,1,2.45,11.5,0.5,2.56,15.36,1
"945417","2017-01-28 12:51:31","2017-01-28 12:58:46",65,97,1,1.09,6.5,0,0,7.3,2
"787629","2017-01-24 01:21:03","2017-01-24 01:33:58",188,39,1,3.7,13,0.5,0,14.3,2
"1063521","2017-01-31 19:18:03","2017-01-31 19:23:29",129,82,1,0.61,5,1,0,6.8,2
"576922","2017-01-18 07:42:52","2017-01-18 08:10:56",97,140,1,7.64,25,0,0,25.8,2
"86115","2017-01-03 17:32:07","2017-01-03 17:59:17",66,100,6,6.86,25,1,0,26.8,2
"979951","2017-01-29 02:29:51","2017-01-29 02:34:11",260,83,1,1,5.5,0.5,0,6.8,3
"826858","2017-01-25 09:28:50","2017-01-25 09:33:16",97,49,1,0.7,5,0,1.2,7,1
"566364","2017-01-17 19:18:56","2017-01-17 19:25:31",75,43,1,1,6,1,1,8.8,1
"469594","2017-01-14 19:45:52","2017-01-14 19:51:47",74,74,1,0.7,5.5,0.5,0,6.8,1
"993970","2017-01-29 15:42:09","2017-01-29 15:50:03",36,17,3,1.62,7.5,0,1.66,9.96,1
"683442","2017-01-21 02:01:20","2017-01-21 02:08:44",256,255,1,1.06,6.5,0.5,1.56,9.36,1
"359455","2017-01-11 22:04:32","2017-01-11 22:08:34",112,112,1,0.92,5,0.5,0,6.3,2
"326231","2017-01-10 21:50:16","2017-01-10 21:52:00",159,167,1,0.26,3.5,0.5,2.2,7,1
"591397","2017-01-18 16:22:18","2017-01-18 17:02:23",7,48,1,5.2,26,1,0,27.8,2
"729905","2017-01-22 08:39:28","2017-01-22 08:43:16",42,41,1,0.88,5,0,0,5.8,1
"765621","2017-01-23 13:12:19","2017-01-23 13:22:07",82,82,1,1.42,8,0,1.76,10.56,1
"391591","2017-01-12 21:51:20","2017-01-12 22:15:10",112,162,1,6.08,22.5,0.5,4.76,28.56,1
"1020352","2017-01-30 13:52:43","2017-01-30 14:10:43",7,179,1,2.55,13.5,0,2.86,17.16,1
"24917","2017-01-01 11:01:45","2017-01-01 11:27:03",61,26,1,6,22.5,0,4.66,27.96,1
"270236","2017-01-09 07:51:30","2017-01-09 07:58:03",41,152,2,0.88,6,0,0,6.8,2
"409178","2017-01-13 13:15:17","2017-01-13 13:22:38",181,181,1,0.99,7,0,0,7.8,2
"533228","2017-01-16 18:22:29","2017-01-16 18:42:21",228,89,1,4.15,17,1,0.94,21.69,1
"202728","2017-01-07 00:41:34","2017-01-07 00:44:05",74,74,1,0.68,4,0.5,0,5.3,2
"211691","2017-01-07 08:43:18","2017-01-07 09:03:28",116,138,1,8.9,26.5,0,6.57,39.41,1
"381248","2017-01-12 17:09:50","2017-01-12 17:17:37",121,135,2,1.39,7,1,1.32,12.07,1
"424592","2017-01-13 19:52:06","2017-01-13 19:55:29",42,42,1,0.89,5,1,0,6.8,2
"1006568","2017-01-29 22:31:13","2017-01-29 22:39:20",248,47,1,1.9,10,0,0,10,2
"421494","2017-01-13 18:17:44","2017-01-13 18:49:10",42,246,1,7.24,28.5,1,0,30.3,1
"498374","2017-01-15 14:24:29","2017-01-15 14:34:54",25,181,1,1.6,8.5,0,1.85,11.15,1
"747517","2017-01-22 20:47:50","2017-01-22 20:50:56",129,82,1,0.42,4,0.5,0,5.3,2
"141296","2017-01-05 13:32:40","2017-01-05 13:35:30",74,75,1,0.72,4.5,0,0,5.3,2
"974047","2017-01-29 00:01:48","2017-01-29 00:26:04",49,249,2,5.09,20,0.5,4.26,25.56,1
"536258","2017-01-16 20:39:00","2017-01-16 20:43:17",226,226,1,0.75,5,0.5,0,6.3,2
"370559","2017-01-12 10:52:12","2017-01-12 10:58:10",42,42,1,1.26,6.5,0,0,7.3,2
"642512","2017-01-20 03:13:53","2017-01-20 03:34:33",260,138,1,4.36,17.5,1,3.86,23.16,1
"994813","2017-01-29 16:18:53","2017-01-29 16:42:13",145,229,1,3.46,16,0,3.36,20.16,1
"311690","2017-01-10 13:02:35","2017-01-10 13:10:45",74,24,1,1.69,8,0,1.76,10.56,1
"460103","2017-01-14 16:49:49","2017-01-14 17:00:44",260,223,1,2.97,11.5,0,0,12.3,2
"14335","2017-01-01 03:03:23","2017-01-01 03:09:51",181,62,1,1.4,7,0.5,0,8.3,1
"879473","2017-01-26 20:28:19","2017-01-26 20:43:50",42,141,1,3.69,14,0.5,0,15.3,2
"335679","2017-01-11 08:46:57","2017-01-11 08:54:53",41,166,1,1.1,7,0,0,7.8,2
"592633","2017-01-18 17:50:17","2017-01-18 17:58:32",95,28,1,1.98,8.5,1,0,10.3,2
"757524","2017-01-23 08:20:23","2017-01-23 08:32:05",129,70,1,1.04,8.5,0,0,9.3,2
"700710","2017-01-21 16:53:43","2017-01-21 16:57:55",25,181,1,0.82,5,0,0,5.8,2
"805458","2017-01-24 16:12:09","2017-01-24 16:21:33",75,238,1,1.2,8,1,1.95,11.75,1
"937578","2017-01-28 04:55:07","2017-01-28 05:00:04",82,82,1,1.03,5.5,0.5,0,6.8,2
"459467","2017-01-14 15:28:06","2017-01-14 15:42:18",82,83,1,1.24,10,0,0,10.8,2
"569962","2017-01-17 21:34:25","2017-01-17 21:42:07",82,70,1,3,10.5,0.5,2,13.8,1
"277308","2017-01-09 11:45:43","2017-01-09 11:55:43",80,112,6,1.42,8.5,0,0,9.3,2
"830565","2017-01-25 12:06:42","2017-01-25 12:18:38",181,49,1,1.46,9.5,0,2.06,12.36,1
"24828","2017-01-01 11:42:25","2017-01-01 11:46:36",42,41,1,0.9,5.5,0,0,6.3,2
"109956","2017-01-04 14:53:45","2017-01-04 15:13:17",145,233,2,3.3,15.5,0,0,16.3,2
"577013","2017-01-18 07:58:07","2017-01-18 08:08:25",189,49,1,1,8,0,0,8.8,1
"43395","2017-01-02 03:43:32","2017-01-02 03:59:14",35,76,1,4.19,15,0.5,0,16.3,2
"649902","2017-01-20 10:16:08","2017-01-20 10:33:53",181,97,1,1.59,12.5,0,0,13.3,2
"306511","2017-01-10 09:45:09","2017-01-10 09:57:53",65,114,1,2.5,11.5,0,2.45,14.75,1
"46229","2017-01-02 10:00:09","2017-01-02 10:05:18",69,247,1,0.9,6,0,0,6.8,2
"125917","2017-01-04 22:16:34","2017-01-04 22:24:49",42,74,2,1.79,8,0.5,1.86,11.16,1
"702893","2017-01-21 17:38:31","2017-01-21 18:00:04",95,157,1,3.74,17.5,0,0,18.3,2
"145826","2017-01-05 15:15:53","2017-01-05 15:34:18",157,102,1,3.5,15,0,0,15.8,2
"6416","2017-01-01 01:27:27","2017-01-01 01:35:48",70,82,1,1.31,7.5,0.5,0,8.8,2
"383442","2017-01-12 18:13:41","2017-01-12 18:20:18",75,75,1,0.66,6,1,0.78,8.58,1
"681399","2017-01-21 01:36:12","2017-01-21 01:44:27",181,195,5,1.71,8,0.5,1.86,11.16,1
"682185","2017-01-21 01:42:48","2017-01-21 01:47:17",173,56,1,0.9,5.5,0.5,0,6.8,2
"37423","2017-01-01 21:36:58","2017-01-01 21:46:00",181,228,1,1.78,8.5,0.5,0,9.8,2
"269387","2017-01-09 06:14:40","2017-01-09 06:23:03",260,173,2,2,8.5,0,0,9.3,2
"638534","2017-01-19 23:52:35","2017-01-20 23:44:29",173,173,1,0.67,4,0.5,0,5.3,2
"685899","2017-01-21 04:06:40","2017-01-21 04:30:15",7,102,1,10.85,32.5,0.5,5.5,39.3,1
"730263","2017-01-22 08:24:52","2017-01-22 08:34:08",49,188,1,2,9.5,0,0,10.3,2
"1062455","2017-01-31 19:38:59","2017-01-31 19:41:49",74,75,1,0.9,4.5,1,0,6.3,2
"120823","2017-01-04 19:57:31","2017-01-04 20:09:04",159,41,1,2.42,10.5,1,0,12.3,2
"973048","2017-01-29 00:39:17","2017-01-29 00:44:43",7,7,1,0.75,5.5,0.5,0,6.8,2
"949260","2017-01-28 14:03:31","2017-01-28 14:09:28",190,189,1,1,5.5,0,0,6.3,2
"658283","2017-01-20 16:11:15","2017-01-20 16:35:40",146,129,1,3.73,17,1,0,18.8,2
"583448","2017-01-18 11:22:43","2017-01-18 11:52:14",21,178,1,1.64,18.5,0,0,19.3,2
"214868","2017-01-07 11:13:22","2017-01-07 11:23:32",75,41,1,1.84,9.5,0,0,10.3,2
"1048707","2017-01-31 11:25:58","2017-02-01 00:00:00",42,243,1,2.95,10.5,0,0,11.3,2
"1035257","2017-01-30 21:55:00","2017-01-30 22:03:31",244,75,1,4.43,14,0.5,3.06,18.36,1
"835247","2017-01-25 15:49:39","2017-01-25 15:55:51",52,33,1,1.16,6.5,0,0,7.3,2
"457436","2017-01-14 14:34:59","2017-01-14 14:41:40",106,228,1,1.2,6.5,0,1.8,9.1,1
"710495","2017-01-21 20:33:31","2017-01-21 20:49:08",166,48,1,4.24,16,0.5,0,17.3,1
"713653","2017-01-21 21:50:39","2017-01-21 22:02:45",7,179,6,2.07,10,0.5,0,11.3,2
"768673","2017-01-23 15:40:47","2017-01-23 15:45:06",83,83,2,0.53,4.5,0,0,5.3,2
"268647","2017-01-09 04:19:28","2017-01-09 04:28:05",236,162,1,2.79,10.5,0.5,0,11.8,2
"59542","2017-01-02 19:20:33","2017-01-02 19:28:30",223,223,1,0.89,7,1,0,8.8,2
"246951","2017-01-08 13:41:12","2017-01-08 13:48:44",65,40,1,1.37,7,0,1,8.8,1
"873687","2017-01-26 17:24:51","2017-01-26 17:37:25",196,135,1,2.5,11.5,1,0,13.3,1
"882138","2017-01-26 21:07:31","2017-01-26 21:11:30",74,41,1,0.58,4.5,0.5,0,5.8,1
"388405","2017-01-12 20:11:13","2017-01-12 20:17:29",7,223,1,1.02,6,0.5,0,7.3,2
"787342","2017-01-24 01:21:29","2017-01-24 01:27:52",260,157,1,1.55,7,0.5,2.49,10.79,1
"1024234","2017-01-30 15:20:48","2017-01-30 15:59:20",168,235,1,5.3,12,0,0,12,2
"886157","2017-01-26 23:59:32","2017-01-27 00:22:06",129,258,1,12.25,35,0.5,0,36.3,2
"515172","2017-01-15 23:52:21","2017-01-15 23:56:32",217,217,1,0.48,4.5,0.5,0,5.8,2
"1017257","2017-01-30 10:47:51","2017-01-30 11:12:25",235,168,2,4.7,19.5,0,0,20.3,2
"581009","2017-01-18 09:07:40","2017-01-18 09:19:14",33,97,1,1.7,9.5,0,0,10.3,2
"292959","2017-01-09 19:38:08","2017-01-09 19:48:13",70,173,1,1.55,8,1,0,9.8,2
"180413","2017-01-06 16:15:51","2017-01-06 16:22:10",91,155,1,1.41,7,1,0,8.8,2
"298745","2017-01-09 23:40:55","2017-01-10 00:03:21",255,158,1,4.68,19,0.5,2.2,22.5,1
"937652","2017-01-28 04:50:13","2017-01-28 05:07:45",146,83,1,3.52,15,0.5,0,16.3,2
"223776","2017-01-07 17:11:34","2017-01-07 17:36:11",177,62,1,2.91,15,0,0,15.8,2
"962550","2017-01-28 20:37:39","2017-01-28 20:53:59",168,235,1,2.67,13,0.5,0,14.3,1
"448965","2017-01-14 09:51:30","2017-01-14 10:01:15",24,74,1,1.6,9,0,0,9.8,2
"673960","2017-01-20 22:32:19","2017-01-20 22:53:32",7,230,4,3.61,16,0.5,3.46,20.76,1
"274750","2017-01-09 09:55:14","2017-01-09 09:59:10",112,112,2,0.9,5,0,0,5.8,2
"526249","2017-01-16 13:30:59","2017-01-16 13:41:14",226,7,1,1.73,9,0,0,9.8,2
"162696","2017-01-05 23:34:37","2017-01-05 23:52:05",256,141,1,6.76,21,0.5,4,26.3,1
"28039","2017-01-01 14:25:47","2017-01-01 14:30:06",74,263,1,1.3,6,0,0,6.8,2
"928348","2017-01-27 23:59:28","2017-01-28 00:44:17",181,163,3,9.5,35,0.5,7.25,43.55,1
"24857","2017-01-01 11:33:36","2017-01-01 11:50:01",181,66,1,3.2,14,0,0,14.8,2
"644765","2017-01-20 07:25:29","2017-01-20 07:35:49",260,83,2,1.36,8.5,0,1.86,11.16,1
"769009","2017-01-23 15:49:50","2017-01-23 16:23:50",52,181,1,2.75,19.5,0,4.06,24.36,1
"421094","2017-01-13 18:42:53","2017-01-13 18:47:42",255,255,1,0.68,5,1,1.7,8.5,1
"535874","2017-01-16 19:23:41","2017-01-16 19:31:34",223,223,1,1.2,7,1,0,8.8,2
"688866","2017-01-21 08:16:44","2017-01-21 08:43:39",61,26,1,4.9,21.5,0,0,22.3,2
"699336","2017-01-21 15:17:44","2017-01-21 15:23:15",41,42,1,0.77,5.5,0,0,6.3,2
"194314","2017-01-06 21:01:56","2017-01-06 21:21:35",49,106,1,3.18,15,0.5,3.26,19.56,1
"297868","2017-01-09 22:51:47","2017-01-09 22:56:40",82,56,1,0.84,5.5,0.5,0,6.8,2
"506806","2017-01-15 19:50:00","2017-01-15 19:56:19",181,189,1,0.89,6,0,1.36,8.16,1
"203166","2017-01-07 00:48:39","2017-01-07 00:58:44",146,226,1,1.97,9,0.5,0,10.3,2
"362934","2017-01-12 00:40:21","2017-01-12 00:54:09",7,82,1,3.46,13,0.5,0,14.3,2
"486956","2017-01-15 03:44:57","2017-01-15 03:50:26",255,112,1,1.35,6.5,0.5,0,7.8,2
"433768","2017-01-13 22:46:38","2017-01-13 22:52:42",41,42,1,1.1,6.5,0.5,0,7.8,2
"306843","2017-01-10 10:49:45","2017-01-10 11:01:08",43,237,1,1.34,8.5,0,1.86,11.16,1
"792003","2017-01-24 08:06:58","2017-01-24 08:11:57",74,41,1,1.1,6,0,0,6.8,1
"961350","2017-01-28 19:42:10","2017-01-28 20:13:31",40,100,2,7.22,26,0,8,40.34,1
"391184","2017-01-12 21:38:54","2017-01-12 21:46:10",25,181,1,1.58,7.5,0.5,1.76,10.56,1
"793857","2017-01-24 10:31:01","2017-01-25 09:55:23",255,226,1,2.66,11.5,0,1.23,13.53,1
"846762","2017-01-25 20:48:44","2017-01-25 21:00:42",130,218,1,3.2,12,0.5,2.65,15.95,1
"751134","2017-01-22 22:26:15","2017-01-22 22:33:20",129,56,1,1.37,7,0.5,0,8.3,1
"704755","2017-01-21 18:17:03","2017-01-21 18:35:26",82,179,1,4.34,16.5,0,0,17.3,2
"16686","2017-01-01 04:52:10","2017-01-01 04:54:31",217,256,1,0.59,4,0.5,0,5.3,2
"731266","2017-01-22 10:54:14","2017-01-22 11:00:01",159,168,1,0.83,6,0,1,7.8,1
"119134","2017-01-04 19:08:05","2017-01-04 19:17:48",166,116,1,1.97,9,1,0,10.8,2
"806180","2017-01-24 17:03:46","2017-01-24 17:12:09",42,42,5,1.25,7.5,1,1.86,11.16,1
"913890","2017-01-27 18:32:34","2017-01-27 19:01:19",97,177,1,3.85,19,1,0,20.8,2
"379672","2017-01-12 16:28:59","2017-01-12 16:49:56",129,252,1,5.13,18,1,0,19.8,2
"441949","2017-01-14 02:01:15","2017-01-14 02:06:27",255,112,1,0.8,5.5,0.5,0,6.8,2
"495126","2017-01-15 12:42:15","2017-01-15 12:59:04",255,87,1,5.4,18.5,0,3.85,23.15,1
"89671","2017-01-03 19:14:45","2017-01-03 19:18:03",33,52,1,0.43,4,1,0.4,6.2,1
"933463","2017-01-28 01:15:35","2017-01-28 01:20:10",255,112,1,1,5.5,0.5,0,6.8,2
"700800","2017-01-21 16:35:51","2017-01-21 16:42:16",247,69,1,1.23,6.5,0,0,7.3,2
"77694","2017-01-03 13:12:53","2017-01-03 13:21:28",146,223,1,1.56,8,0,0,8.8,2
"1033639","2017-01-30 20:17:32","2017-01-30 20:37:35",244,229,1,8.28,25.5,0.5,3,29.8,1
"887612","2017-01-27 00:52:02","2017-01-27 01:01:03",80,17,1,1.72,8.5,0.5,1.5,11.3,1
"969136","2017-01-28 22:20:21","2017-01-28 22:28:51",255,256,1,0.97,7,0.5,0,8.3,2
"723270","2017-01-22 01:59:39","2017-01-22 02:05:53",83,82,1,1.1,6,0.5,1,8.3,1
"266134","2017-01-08 23:48:59","2017-01-08 23:53:44",7,7,1,1.13,6,0.5,0,7.3,2
"595887","2017-01-18 18:37:50","2017-01-18 18:42:04",25,25,1,0.6,4.5,1,1.8,8.1,1
"700499","2017-01-21 16:16:57","2017-01-21 16:43:07",75,174,1,11.95,25,0,0,27.54,2
"286853","2017-01-09 17:22:20","2017-01-09 17:51:18",166,69,1,3.57,19.5,1,0,21.3,2
"390466","2017-01-12 21:53:59","2017-01-12 22:01:49",127,243,1,1.7,7.5,0.5,0,8.8,2
"754293","2017-01-23 03:08:57","2017-01-23 03:08:58",264,32,2,0,13,0,0,13,1
"839289","2017-01-25 17:22:54","2017-01-25 17:43:54",41,243,1,5.29,19,1,4.16,24.96,1
"788166","2017-01-24 04:47:52","2017-01-24 05:05:48",241,51,1,10.39,30,0.5,0,31.3,2
"779079","2017-01-23 19:10:44","2017-01-23 19:14:58",41,75,1,0.75,5,1,0.8,7.6,1
"757224","2017-01-23 08:06:41","2017-01-23 08:09:38",116,116,1,0.48,4,0,0.96,5.76,1
"789574","2017-01-24 07:43:09","2017-01-24 07:46:34",65,49,1,0.71,4.5,0,0,5.3,2
"573235","2017-01-17 23:17:05","2017-01-17 23:22:48",181,25,1,1.06,6.5,0.5,1.56,9.36,1
"666982","2017-01-20 19:22:59","2017-01-20 19:40:17",127,174,5,2.59,13,1,0,14.8,1
"408106","2017-01-13 12:10:44","2017-01-13 12:18:55",66,52,1,1.79,8,0,1.76,10.56,1
"253520","2017-01-08 16:58:55","2017-01-08 17:10:14",25,261,1,2.64,11,0,2.36,14.16,1
"535819","2017-01-16 19:32:44","2017-01-16 19:48:59",65,145,1,5.5,19.5,0,4,24.3,1
"492967","2017-01-15 11:33:17","2017-01-15 11:43:29",82,129,1,1.5,8.5,0,0,9.3,2
"752946","2017-01-23 00:29:09","2017-01-23 00:33:52",247,159,1,1,5.5,0.5,1.36,8.16,1
"156505","2017-01-05 20:22:21","2017-01-05 20:34:10",75,127,2,6.27,18.5,0.5,0,19.8,2
"691665","2017-01-21 11:40:27","2017-01-21 11:49:24",75,42,2,2.17,9,0,0,9.8,2
"1000443","2017-01-29 18:47:45","2017-01-29 19:02:22",25,228,1,3.4,14,0,2,16.8,1
"926150","2017-01-27 22:00:20","2017-01-27 22:04:03",260,83,1,0.6,4.5,0.5,0,5.8,2
"866698","2017-01-26 14:43:43","2017-01-26 14:55:14",43,263,1,1.53,9,0,0,9.8,2
"584269","2017-01-18 12:37:13","2017-01-18 12:42:01",41,41,6,0.94,5.5,0,0,6.3,2
"696719","2017-01-21 14:00:53","2017-01-21 14:07:12",7,7,1,0.83,6,0,0,6.8,2
"810132","2017-01-24 18:46:25","2017-01-24 18:51:57",255,112,1,0.9,5.5,1,0,7.3,2
"268194","2017-01-09 02:51:25","2017-01-09 03:11:24",82,257,1,12.46,34.5,0.5,7.16,42.96,1
"7580","2017-01-01 01:48:26","2017-01-01 02:14:15",112,181,1,6.1,23,0.5,4.85,29.15,1
"134178","2017-01-05 08:48:07","2017-01-05 09:07:22",225,76,1,3.8,15,0,0,15,2
"408880","2017-01-13 13:55:47","2017-01-13 14:13:30",41,140,2,3.05,13.5,0,2.86,17.16,1
"818851","2017-01-24 23:02:14","2017-01-24 23:05:08",146,193,1,0.56,4,0.5,0,5.3,2
"550718","2017-01-17 11:44:25","2017-01-17 11:49:41",41,74,1,0.7,5,0,0,5.8,2
"1020518","2017-01-30 13:02:59","2017-01-30 13:07:37",74,42,1,0.87,5.5,0,0,6.3,2
"335782","2017-01-11 08:31:19","2017-01-11 08:34:12",256,255,1,0.6,4,0,0.95,5.75,1
"1758","2017-01-01 00:57:04","2017-01-01 01:13:44",255,62,1,4.03,14.5,0.5,3.16,18.96,1
"960357","2017-01-28 19:15:36","2017-01-28 19:21:45",82,95,1,1.48,7,0,0,7.8,2
"68661","2017-01-03 07:56:38","2017-01-03 08:03:55",130,10,1,1.48,7,0,0,7.8,1
"1047420","2017-01-31 10:58:05","2017-01-31 11:23:33",49,198,1,3.97,18,0,3.76,24.51,1
"870882","2017-01-26 16:13:14","2017-01-26 16:20:09",129,129,1,1.09,6,1,0,7.8,2
"637663","2017-01-19 22:13:34","2017-01-19 22:28:20",75,167,1,3.8,13.5,0.5,0,14.8,1
"217634","2017-01-07 13:10:24","2017-01-07 13:15:46",95,95,6,0.83,5.5,0,1.26,9.51,1
"1008237","2017-01-29 23:29:06","2017-01-29 23:35:52",95,56,1,1.6,7.5,0.5,0,8.8,1
"121190","2017-01-04 19:29:14","2017-01-04 19:37:07",92,171,4,1.4,7.5,1,0,9.3,2
"767592","2017-01-23 14:10:00","2017-01-23 14:14:13",255,256,1,0.8,5,0,0,5.8,2
"166643","2017-01-06 07:06:18","2017-01-06 07:24:31",244,161,1,7.26,22,0,3,25.8,1
"482897","2017-01-15 01:12:57","2017-01-15 01:29:29",41,32,1,8.07,24,0.5,0,25.3,2
"168918","2017-01-06 08:51:10","2017-01-06 09:04:46",33,144,5,2.52,12,0,3.2,16,1
"357033","2017-01-11 21:12:57","2017-01-11 21:36:48",112,234,1,6.1,22,0.5,3.5,28.75,1
"931143","2017-01-28 00:22:03","2017-01-28 00:25:35",61,61,1,0.6,4.5,0.5,0,5.8,2
"400427","2017-01-13 07:18:49","2017-01-13 07:23:42",112,145,5,1.37,6.5,0,0,7.3,2
"707790","2017-01-21 19:59:04","2017-01-21 20:23:14",166,138,2,8.07,26,0.5,0,32.84,2
"378986","2017-01-12 16:35:29","2017-01-12 17:14:00",255,164,5,5.05,25.5,1,7,34.3,1
"978536","2017-01-29 02:44:36","2017-01-29 03:01:01",17,61,1,2.66,12.5,0.5,0,13.8,2
"1069395","2017-01-31 23:47:50","2017-01-31 23:52:45",95,95,1,0.85,5.5,0.5,0,6.8,2
"535851","2017-01-16 19:27:22","2017-01-16 19:31:12",82,82,2,0.5,4.5,0,0,5.3,2
"192423","2017-01-06 20:32:14","2017-01-06 20:45:37",74,167,1,3.1,12.5,0.5,0,13.8,2
"295535","2017-01-09 21:37:16","2017-01-09 21:46:30",95,135,1,1.71,8.5,0.5,1.96,11.76,1
"710800","2017-01-21 20:41:28","2017-01-21 20:58:51",181,49,1,2.8,10.5,0.5,1.2,13,1
"271312","2017-01-09 08:56:27","2017-01-09 09:04:22",243,244,1,0.94,7,0,0,7.8,2
"246024","2017-01-08 12:07:36","2017-01-08 12:16:02",52,65,1,1.1,7,0,2.3,10.1,1
"353921","2017-01-11 19:37:48","2017-01-11 19:54:21",74,92,5,8.5,25,1,0,32.34,2
"1020729","2017-01-30 13:06:37","2017-01-30 13:17:27",75,263,2,1.29,8.5,0,0,9.3,2
"137182","2017-01-05 10:22:11","2017-01-05 10:41:29",71,76,1,4.54,17.5,0,5.49,23.79,1
"248303","2017-01-08 14:21:27","2017-01-08 14:27:29",189,61,5,0.66,5.5,0,0,6.3,2
"45830","2017-01-02 09:31:15","2017-01-02 09:43:16",42,244,5,2.35,11,0,0,11.8,1
"276703","2017-01-09 10:15:20","2017-01-09 10:20:37",33,52,1,0.7,5.5,0,1.25,7.55,1
"555103","2017-01-17 14:06:12","2017-01-17 14:08:34",226,226,2,0.41,3.5,0,0,4.3,2
"10545","2017-01-01 02:57:28","2017-01-01 03:11:34",61,112,1,3.92,14.5,0.5,3.16,18.96,1
"641871","2017-01-20 02:26:47","2017-01-20 02:34:11",80,112,1,1.72,7.5,0.5,2.64,11.44,1
"882991","2017-01-26 21:15:24","2017-01-26 21:23:04",49,61,3,1.93,8,0.5,1.86,11.16,1
"128669","2017-01-05 00:13:59","2017-01-05 00:28:12",235,174,1,5.42,17,0.5,0,18.3,2
"595093","2017-01-18 18:29:03","2017-01-18 18:38:24",25,61,1,2.56,10,1,0,11.8,2
"10289","2017-01-01 02:35:05","2017-01-01 02:52:25",7,95,1,5.83,19,0.5,0,20.3,2
"735091","2017-01-22 13:08:46","2017-01-22 13:35:43",43,230,1,4.81,21.5,0,0,22.3,2
"714165","2017-01-21 21:11:08","2017-01-21 21:21:16",260,129,1,1.4,8.5,0.5,0,9.8,2
"1065934","2017-01-31 20:22:56","2017-01-31 20:33:38",66,37,1,3.8,13.5,0.5,1,15.8,1
"469415","2017-01-14 19:37:44","2017-01-14 19:55:47",80,189,1,2.84,13,0,0,13.8,2
"164086","2017-01-06 00:36:06","2017-01-06 00:41:53",129,129,1,1,6,0.5,0,7.3,2
"255073","2017-01-08 17:40:36","2017-01-08 17:46:50",7,193,2,0.86,6,0,1.7,8.5,1
